[ 2016-11-24T00:40:26+08:00 ] http://m.baidu.com/?rands=_1765871530026683563511552 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002277s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002392s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.018822s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018934s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001720s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001844s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001523s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001964s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007340s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002013s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002118s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001867s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001991s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001066s ]
[ 2016-11-24T21:21:14+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001169s ]
[ 2016-11-24T21:22:03+08:00 ] /qudao/index.php/Login/verify?t=1479993701929 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:22:03+08:00 ] /qudao/index.php/Login/verify?t=1479993701929 | INFO: Run CheckRoute Behavior [ RunTime:0.001751s ]
[ 2016-11-24T21:22:03+08:00 ] /qudao/index.php/Login/verify?t=1479993701929 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001887s ]
[ 2016-11-24T21:22:03+08:00 ] /qudao/index.php/Login/verify?t=1479993701929 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:22:03+08:00 ] /qudao/index.php/Login/verify?t=1479993701929 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001080s ]
[ 2016-11-24T21:22:03+08:00 ] /qudao/index.php/Login/verify?t=1479993701929 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001183s ]
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.001738s ]
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.001863s ]
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001077s ]
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001180s ]
[ 2016-11-24T21:22:06+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001733s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001855s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001080s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001183s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.000934s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001048s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.017712s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017824s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001731s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001858s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001542s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.002018s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007440s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002015s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002118s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001725s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001846s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001398s ]
[ 2016-11-24T21:22:08+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001501s ]
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002306s ]
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002429s ]
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001651s ]
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001755s ]
[ 2016-11-24T21:24:06+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001735s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001858s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001079s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001181s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002689s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002804s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.019903s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020016s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001715s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001844s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001603s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001967s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007419s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001997s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002099s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001724s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001846s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001068s ]
[ 2016-11-24T21:24:07+08:00 ] /qudao/index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001169s ]
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.001742s ]
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.001870s ]
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001077s ]
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001182s ]
[ 2016-11-24T21:24:13+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002305s ]
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002429s ]
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001647s ]
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001752s ]
[ 2016-11-24T21:26:15+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:29:41+08:00 ] /qudao/index.php/Login/verify?t=1479994160185 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:29:41+08:00 ] /qudao/index.php/Login/verify?t=1479994160185 | INFO: Run CheckRoute Behavior [ RunTime:0.002292s ]
[ 2016-11-24T21:29:41+08:00 ] /qudao/index.php/Login/verify?t=1479994160185 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002424s ]
[ 2016-11-24T21:29:41+08:00 ] /qudao/index.php/Login/verify?t=1479994160185 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:29:41+08:00 ] /qudao/index.php/Login/verify?t=1479994160185 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001638s ]
[ 2016-11-24T21:29:41+08:00 ] /qudao/index.php/Login/verify?t=1479994160185 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001741s ]
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.001740s ]
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.001870s ]
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001072s ]
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001174s ]
[ 2016-11-24T21:29:45+08:00 ] /qudao/index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:29:46+08:00 ] /qudao/index.php/User | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:29:46+08:00 ] /qudao/index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001729s ]
[ 2016-11-24T21:29:46+08:00 ] /qudao/index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001854s ]
[ 2016-11-24T21:29:46+08:00 ] /qudao/index.php/User | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:29:46+08:00 ] /qudao/index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001068s ]
[ 2016-11-24T21:29:46+08:00 ] /qudao/index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001172s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.002556s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.002682s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.021018s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021131s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.001745s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.001859s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001530s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.002357s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007782s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.001979s ]
[ 2016-11-24T21:29:47+08:00 ] /qudao/index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.002082s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002297s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002424s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001640s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001742s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001941s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002056s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.019361s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019474s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001738s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001849s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001528s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.002066s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007473s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001985s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002088s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.001730s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.001853s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001066s ]
[ 2016-11-24T21:31:08+08:00 ] /index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001168s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002814s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002945s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002162s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002266s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:31:39+08:00 ] /index.php/User | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:31:39+08:00 ] /index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.002818s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.002944s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:31:39+08:00 ] /index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002163s ]
[ 2016-11-24T21:31:39+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002267s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.002521s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.002647s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.020824s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020935s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.001744s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.001856s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001520s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.001946s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007353s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.001973s ]
[ 2016-11-24T21:31:41+08:00 ] /index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.002075s ]
[ 2016-11-24T21:49:49+08:00 ] /index.php/User | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:49:49+08:00 ] /index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.002856s ]
[ 2016-11-24T21:49:49+08:00 ] /index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.002995s ]
[ 2016-11-24T21:49:49+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:49:49+08:00 ] /index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002179s ]
[ 2016-11-24T21:49:49+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002284s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.002797s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.002928s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.021394s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021506s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.001746s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.001880s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001528s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.001980s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007420s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.001993s ]
[ 2016-11-24T21:49:53+08:00 ] /index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.002095s ]
[ 2016-11-24T21:50:00+08:00 ] /index.php/User | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:00+08:00 ] /index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.002909s ]
